text,true_label,predicted_label,confidence
i feel the smell is sweet and sour like yoghurt laugh out loud,joy,love,0.5711052
i find so much delight in watching him interact with our boys and feel incredibly blessed to have married him,joy,love,0.5710953
i think this is a universal feeling that even college students share with the rest of us even though they are often blessed with a great metabolism,joy,love,0.57109493
i die i feel unbelievably endlessly staggeringly blessed to have known what it means to love,joy,love,0.5710948
i feel so blessed and beyond thankful for the opportunity to paint for my readers its been the best,joy,love,0.57109106
i am still happy and feel very blessed to live my life,joy,love,0.5710873
i felt like i did everything because i knew i had to take care of my baby but didnt really feel that sweet cuddly feeling everyone describes,joy,love,0.5710872
i had to go to the school nurse he knows me very well since all those times i ve been there and he always asks me how i m feeling very sweet and then the measured our heights and weights,joy,love,0.57108593
i feel blessed that i am still alive,joy,love,0.5710849
i feel quite blessed with the class participation and the profound thoughts that help me simplify and better understand things,joy,love,0.5710846
i feel blessed that i am surrounded by people who love me for what i am the way i am with all my imperfections,joy,love,0.5710807
i am down to my final swath of weeds and i can almost feel that sweet ice cold diet pepsi quenching my man sized thirst when disaster strikes the world takes on a degree slant and the tractor comes to an abrupt stop,joy,love,0.57107687
i also feel really blessed that everlie is a wonderful baby and hardly cries fusses eats wonderfully and is just utterly adorable,joy,love,0.5710656
i feel like i am a really sweet girl and good person who just wants to be come more outgoing and friendly and just can,joy,love,0.57106507
i envision them opening their trunks each day and feeling my love through the sweet note and the easy to find well labeled clothing,joy,love,0.57106483
i feel so blessed and happy to be married to him,joy,love,0.57106423
i was struggling with these awful feelings and was saying such sweet things about not deserving my and my sisters friendship and we agreed well she was in her car just starting to drive away when she reached out her hand,joy,love,0.5710552
i had that same feeling after i was accepted to grad school,joy,love,0.57105094
i may not even know and i still can choose how i feel the person in the sweet home can be miserable and feel trapped the person in the cell can feel free and happy,joy,love,0.5710504
i am married to an amazing man named will and feel so blessed that we get to share life together,joy,love,0.57104915
i feel gratitude for every sweet thing in my life including the kindness of the gentle readers who followed this blog,joy,love,0.5710482
i feel blessed to say,joy,love,0.57102495
i feel blessed everyday for our little man and love to watch him grow,joy,love,0.5710149
i have so much to be thankful for and feel truly blessed,joy,love,0.5710056
i feel blessed that we have such a strong union,joy,love,0.5709967
i feel blessed to be living in a renewed renaissan,joy,love,0.5709929
i feel blessed and undeserving to merely live out his word on this earth,joy,love,0.5709927
i have a feeling shes going to enjoy every sweet salty buttery and delicious morsel,joy,love,0.57099074
i feel really blessed and happy when everyone smiles like that,joy,love,0.57098496
i feel blessed to be able to enjoy so many opportunities and freedoms,joy,love,0.57096136
i feel blessed to work with her and to know her,joy,love,0.5709436
i feel blessed to have so many new faces and stories surrounding me,joy,love,0.5709416
i feel truly blessed to have a wonderful network of friends and family,joy,love,0.57094
ive worked in the spa industry for years and i feel so blessed to be able to share this beautiful information of healing with my guest and now to you,joy,love,0.57093847
i feel a sweet ever loving voice a little cute baby push me and she calls me,joy,love,0.57091206
i feel blessed to see darn good talent right here,joy,love,0.5709078
i feel blessed to have been on this incredible journey,joy,love,0.57088983
i feel blessed to have a fantastic father and mother that lift me and make the hard times so much better,joy,love,0.5708795
i can see the reason why i am here and i can see the reason why things happened in the past and i am very thankful to be where i am i feel blessed to have my family and friends around me they are my support system,joy,love,0.57087576
i feel blessed to be married to my best friend,joy,love,0.57079345
i am sitting in a quiet house feeling this sweet baby move and kick,joy,love,0.5707704
i feel blessed to have such a supportive parent group,joy,love,0.5707564
i didnt feel stress from this portfolio it determines if i am accepted into student teaching i have been stressed,joy,love,0.5699836
i often think people would be rather shocked if they knew how often i think of miss and feel the loss of my sweet girl now,joy,love,0.5693638
when i was asked to be a childs godmother,joy,anger,0.5668066
a friend of mine often had difficulties with her parents once she had a child she had a better relationship with them,joy,anger,0.5659525
when a person that i like very much got near to me,joy,anger,0.5638571
after some time of work i was transferred to another place and in an other quite harder job,fear,anger,0.5594321
i feel like i m going to be hated very soon for being the liar that i am,sadness,anger,0.5588472
i feel like i am being hated and sometimes i feel i am being loved,sadness,anger,0.55881536
i get people asking me what it feels like to be the most hated man in dallas county said assessor steve helm,sadness,anger,0.5587629
i cannot say how many times i been in this position and almost always am left feeling like the hated person thats known as some kind of informant or something,sadness,anger,0.5586167
i feel like i should be hated and that everything that has happened to me is what i deserve,sadness,anger,0.5585871
i feel like i am being hated by them,sadness,anger,0.55856717
i feel that we are the most hated ppl on the experience of the earth,sadness,anger,0.55855376
i feel i would have hated to get my career going then take a break for a year or more when i decided to have a child then go back then take more time off for the next child etc,sadness,anger,0.5585504
i hate the feeling that i will be hated or get people mad at me if i want to go out to a movie or see friends on the convient weekend night instead of during the week,sadness,anger,0.5585422
i wasnt going because i didnt feel like it because i hated school the truth was i didnt go because i was i couldnt,sadness,anger,0.5585324
i used to feel when i was a kid and that happened and how much i hated adults for making up rules like just after something gets really good like vacation it has to end,sadness,anger,0.5585161
i feel i am being hated feeling lonely in december facing hardships that we cannot bear,sadness,anger,0.558494
i believe you but if what i believe is so deeply knit into the core of who i feel i am i feel hated at the crass dismissal of my thoughts b c richard dawkins has convinced us differently,sadness,anger,0.5584721
i go to the church service not youth i feel like i am hated and i know i am not the only one,sadness,anger,0.5584229
i decided to go with the last one because it didnt make me feel like my own mother hated me,sadness,anger,0.55842286
i cannot remember ever feeling like i hated my body because i think that i had just excepted the fact that i was overweight,sadness,anger,0.55840456
i question things i do to this day and i wish i didnt feel like most of the world hated me but there is not much to do about it,sadness,anger,0.55840373
i do not play any other sports because i feel like sports involving balls have too much rules also i would be hated by everyone if i gave the ball to someone from the other team by accident and i do not like disappointing people who depend on me,sadness,anger,0.5583883
i feel jesse did this interview for one reason and one reason only he doesnt want to be the most hated man anymore,sadness,anger,0.558276
i desperately want to be where i once was not afraid to exercise live a life without having to weigh the likelihood that itll throw my bipolar into a spin trust people and not feel hated or judged,sadness,anger,0.55825806
i know you say you don t but there s a lot of anger that i m on the receiving end of and it s just how i feel i probably deserve to be hated too,sadness,anger,0.558184
i feel like i hated this so much that now whenever i say no to someone i give them reasons why i am saying no and explain to them why i cannot be persuaded another way,sadness,anger,0.5581789
i feel like i should have actively hated every single second rather than just borne it all,sadness,anger,0.55815506
i feel i rather be hated than loved by people i m disgusted by,sadness,anger,0.55815476
i feel after i quit a job i hated class thumbnail width,sadness,anger,0.55815446
i wonder exactly how i am supposed to feel about her because there are times when i hated her times when we got along fine and times when she made me feel stupid and worthless,sadness,anger,0.55814755
id feel like they hated me or want revenge,sadness,anger,0.55814666
i am pretty neutral with her these days not a day went by starting for a very young age that i didnt feel like i hated her,sadness,anger,0.5581294
i know what it is like to feel hated to be miserable to stay awake at night fretting over the next encounter,sadness,anger,0.5581185
i hated feeling this way and hated constantly beating myself up,sadness,anger,0.5581122
i feel like there s almost a little too much pride and those people wonder why they re getting hated on,sadness,anger,0.5581121
i feel like i was going to die but i felt that god hated me and was out to get me,sadness,anger,0.55810827
i feel i just hated the world,sadness,anger,0.558106
i have the feeling this blog might be rated as most hated from readers,sadness,anger,0.558101
i do not mean that i know exactly how youre feeling cause i hated it when people who didnt know how i was feeling said that they knew but i do get a jist of what you are feeling,sadness,anger,0.55806994
i feel like my only friend is a girl that i hated weeks ago,sadness,anger,0.55805844
i hated how it makes me feel for awhile i hated music,sadness,anger,0.55805117
i wrote here because i always wrote here even when it was starting to feel like a job that i hated,sadness,anger,0.5580447
i feel now i always hated being alone i hate that the worlds cold now,sadness,anger,0.5580441
i was talking a lot to david i started feeling that way and i hated it,sadness,anger,0.5580369
i know how you feel yesterday i was being hated on,sadness,anger,0.55803066
i had a problem with him but because i had a haunting feeling i was becoming someone i hated,sadness,anger,0.5580128
i should make every effort to get inside the passion not just staying with external sufferings but entering into the loneliness the interior pain of rejection and feeling hated all the anguish within jesus,sadness,anger,0.55800694
i feel especially strongly about this since i have hated my teeth forever i,sadness,anger,0.55799705
i even got in on the action and shed some tears and really let loose about how i feel about all this and about him and oh did i mention i hated you and heres why,sadness,anger,0.55797815
i walked away from you like how you did maybe then youd know how i feel when you chose to let me go i did hated you so much that i even cursed you every single minute hoping that youll feel guilty and bad for what you did,sadness,anger,0.5579646
i always had the feeling bon eer leonard hated being called by his first name and calling my best friend mccoy all the time bothered me so,sadness,anger,0.557955
i really hate the feeling of being hated by many for some reason i just can t pin point,sadness,anger,0.5579477
i was only conscious of the feeling nay the certainty that i hated it here in the waking world and i wanted to be left alone to keep dreaming,sadness,anger,0.5579402
i used to love their style fashion vise it has such a nice synthetic feel to it laugh out loud but i hated their music particulary the vocals although i thought most of their melodies sucked too,sadness,anger,0.557929
i know some would totally enjoy this feeling but i hated it,sadness,anger,0.5579266
i know this sucky feeling will soon fade away cos i hated temasek sec when i was sec,sadness,anger,0.5578913
i feel hated i feel bad,sadness,anger,0.55788237
i explained that no one ever respects me and i feel hated blah blah blah,sadness,anger,0.5578355
i feel fuk up there is one thing i hated the most is you,sadness,anger,0.5578098
i will always be here to help you and guide you through your times of misery and the times you feel hated,sadness,anger,0.5578055
i somehow feel hated,sadness,anger,0.5577118
i made some amazing friends and even best friends in dover and they never made me feel like i hated the questions they made me feel like they were interested in who i was,sadness,anger,0.5577069
i remember now the useless feeling of being single that i hated then and still hate now,sadness,anger,0.5576903
i was dilated to cm and my doctor broke my water weirdest feeling in the world and i hated it and i was having frequent small contractions that were tolerable but less crampy and more contractiony,sadness,anger,0.55765164
i havent been mean or spread rumors or told people about the things that happened between us i might have ignored him or made him feel like i hated his guts,sadness,anger,0.55762225
i to feel hated by them or anyone,sadness,anger,0.5575947
i feel hated because you ignore my love and all good that came from what we had,sadness,anger,0.55756795
i feel hated on a href http www,sadness,anger,0.55754316
i did everything in my power to avoid the feeling of being hated by all means necessary,sadness,anger,0.55751705
ive been feeling a little stressed and overwhelmed,sadness,anger,0.55750024
i use stress away topically on myself or diffuse when i am feeling you guessed it stressed,sadness,anger,0.5574718
id never do but i woke feeling stressed,sadness,anger,0.55739343
i am feeling stressed out and press them they are supposed to help,sadness,anger,0.5573601
i have been feeling a little stressed so off we went down to oak island and a little time at the beach,sadness,anger,0.5573226
i notice myself start to feel stressed or sad or angry or in love,sadness,anger,0.5573189
i don t feel stressed,sadness,anger,0.55730015
i am feeling stressed i know that a cup will put me at ease,sadness,anger,0.5572861
i am working on something like a dress and i feel pain i cannot stop working my mind has to finish it or else i get really stressed about that too,sadness,anger,0.55728465
i woke up feeling majorly stressed out,sadness,anger,0.55726963
i quite like to do it standing on public transport or busy places when you often feel your space being invaded which can make you feel stressed,sadness,anger,0.5572404
i will certainly look out for similar things to buy the next time i am feeling stressed by circumstances over which i have little or no control,sadness,anger,0.5572297
i feel stressed i will meditate free on itunes,sadness,anger,0.55722004
i am alternately feeling stressed and blessed,sadness,anger,0.5572055
i feel stressed i choose not to do the thing that can help me,sadness,anger,0.5572048
i find myself cleaning when i feel stressed out or i m upset about something,sadness,anger,0.55720377
i must admit i feel a bit stressed as i think of these two months ahead,sadness,anger,0.55719453
i was feeling a bit stressed by the end hobbiton a href http www,sadness,anger,0.5571923
i had during these period of time be it feeling stressed stoned or even at times when i feel like giving up its all over and i just need a break from all these continuous datelines,sadness,anger,0.5571794
ive been feeling a little bit stressed of late,sadness,anger,0.55714923
i am feeling so stressed out right now,sadness,anger,0.5571438
i feel so stressed,sadness,anger,0.55713916
i feel financially stressed i am able to meet my monthly expenses and my out of pocket monthly expenses are more than i thought they would be,sadness,anger,0.55713344
ive been feeling a little stressed out lately so it was quite a therapeutic experience and a different way to spend sunday morning,sadness,anger,0.5571311
i feel so stressed and tired,sadness,anger,0.55712986
i will feel a bit less stressed and overwhelmed with everything,sadness,anger,0.5571268
i remember feeling so stressed after though and told myself i wouldnt do it again haha,sadness,anger,0.5571221
i ran i began to feel stressed because i wasnt running faster,sadness,anger,0.5570938
i am feeling stressed i generally take a nice hot bath and indulge in some seriously pampering body products,sadness,anger,0.5570892
i am feeling stressed and out of sorts when i am at home and its mainly because the house is such a nightmare toys everywhere mess dirty plates piling up in the sink dirty washing as the washing machine has decided to pack in,sadness,anger,0.55707157
i feel stressed about the other unit i have due in weeks its never ending,sadness,anger,0.5570699
i use that to relax sometimes if i m feeling a little stressed,sadness,anger,0.55706275
i start to feel very stressed,sadness,anger,0.5570626
i noticed the ear and has continued throughout the night even though i don t feel stressed about bea s health right now,sadness,anger,0.5570471
i blog about what i feel i blog when i am stressed,sadness,anger,0.5570356
i was feeling quite stressed up about all the audition stuff,sadness,anger,0.55700535
i remember at the time feeling so stressed about it like it was the biggest deal in the world,sadness,anger,0.5570052
i am too often verbatim the doer shes describing feeling far more stressed at the thought of sitting still than running frantically on behalf of my list,sadness,anger,0.55700034
i was feeling more stressed than ever and utterly tired,sadness,anger,0.5569965
i cannot imagine why so many feel so stressed or disengaged from their jobs,sadness,anger,0.5569916
i can make it work harder for me by trotting it out in those times when i am feeling stressed or less than creative and stop holding myself hostage to the need to top myself or always do something new,sadness,anger,0.55699
i noticed that i was feeling very stressed and anxious and i just couldnt quite put my finger on why,sadness,anger,0.556974
i think this would be something i would use when i was feeling stressed and just wanted to relax,sadness,anger,0.55696684
ive been feeling pretty stressed lately,sadness,anger,0.55694664
i didnt feel any more stressed on this trip because i typically plan ahead and pay attention to details,sadness,anger,0.55694604
i feel stressed to some extent because of the job people must be stressed but they are strong enough to sustain their motivation,sadness,anger,0.5569454
i am already starting to feel less stressed,sadness,anger,0.55693835
i feel genuinely stressed with work,sadness,anger,0.5569375
i caught my breath a little yesterday and am feeling a lot less stressed in my procrastination to do my excercise workout i got a lot of those piddly little things done that seem to weigh me down,sadness,anger,0.5569123
i had had a feeling like that before when i was stressed so i thought it would just go away,sadness,anger,0.55691177
i feel so stressed out i choose to let it go and have a joyful holiday experience,sadness,anger,0.5569052
i love having my children over and enjoy their company but feel very stressed after they have gone because now i have to put everything back in its place,sadness,anger,0.55688494
i may not necessarily feel very stressed out i very well could be,sadness,anger,0.556867
i also feel less stressed about how much sleep i am getting and what time i go to bed and how long it takes to get to sleep,sadness,anger,0.5568549
i feel very stressed and angry with my children and i cried for hours yesterday,sadness,anger,0.55683625
i feel lots less stressed now that i have started to structure my days in this challange i am so much more aware of when i am doing what s in the plan work or rejuvenation or when i m going down a rabbit holes,sadness,anger,0.5567976
i will not lie this week has been abit of a difficult week for me ive been feeling very stressed and anxious this week plus i think i am coming down with the flu but it has definately helped me to appreciate the little things,sadness,anger,0.5567952
i will have a cup of green tea in the afternoon too with no added sugar when i m feeling stressed at work,sadness,anger,0.5567724
i put the chicks in the coop in the evening closed the door and walked away feeling stressed out happy and care free,sadness,anger,0.5567666
i have in my life right now made me feel less stressed out and reminded me of who i am and where i came from,sadness,anger,0.5567627
i know what the problem is i feel less stressed in one way and am back on track with eating better,sadness,anger,0.55676264
i think it s important to have at least a couple of rooms in the house relatively put together for the eye to look at and not feel stressed over,sadness,anger,0.5567097
i got caught for my nails and i started tearing for no reason pei ee thinks i am feeling too stressed,sadness,anger,0.55669254
i feel stressed out tis a friday night and i want it to be good and i want it to be a good night i faackin want it to be a good good night but i gotta feeling wooooo hooooo that tonight s not gonna be a good night that tonight s not gonna be a good night that tonight s not gonna be a good good night,sadness,anger,0.55666083
i was sitting in the corner stewing in my own muck feeling hated alone unworthy and violated,sadness,anger,0.55660367
i have to be very careful about what i eat for my health so a naturopathic doctor i recently saw was concerned when i told her that wendy s is my go to place when i am feeling stressed out,sadness,anger,0.55658144
i wish you would stop taking that ball from my pool table making it very hard to play and placing it in front of you using its proximity as an excuse for why you are feeling so stressed,sadness,anger,0.5565163
i attended a free individual academic consultation which has helped me manage my time efficiently so i can fit my classwork activities and social life all in one day without feeling completely stressed out,sadness,anger,0.5562097
when i was working as a nurse in a mental hospital,anger,fear,0.5363817
i am feeling overwhelmed by college with everything else that had happened this semester,fear,surprise,0.53049403
i was asked by an acquaintance why i hadnt written in months i would likely express my feelings of being overwhelmed by the work of processing my lived experiences and stringing them into sentences,fear,surprise,0.5304842
i feel overwhelmed by my thoughts and feelings during this adjustment period,fear,surprise,0.5304746
i have made a list of other things to do but i feel overwhelmed with this time on my hands because paradoxically i do not have as much time as i thought i would,fear,surprise,0.53047407
i was prepared for college and i didn t feel too overwhelmed by the transition from high school to higher learning,fear,surprise,0.5304722
i feel overwhelmed by paying tithe because i often feel torn between giving cheerfully and giving down to the t,fear,surprise,0.5304695
i have these moment where i feel completely overwhelmed in life,fear,surprise,0.5304677
i struggle with feeling overwhelmed and buried in not only boxes behind closed closet doors but my emotions too,fear,surprise,0.5304659
i am feeling overwhelmed again at the kindness of strangers,fear,surprise,0.5304649
i have been feeling overwhelmed with my financial situatio,fear,surprise,0.5304617
i was feeling completely overwhelmed and just tired,fear,surprise,0.5304593
i have been feeling overwhelmed with all the things that need to be done for your room,fear,surprise,0.5304587
i indicated then i was feeling quite overwhelmed with work responsibilities teaching traveling and writing,fear,surprise,0.53045005
i am feeling overwhelmed and stressed out and nothing feels right,fear,surprise,0.53044105
i feel overwhelmed or irritated i drink,fear,surprise,0.53043723
i start feeling overwhelmed and i just want to run away and hide in the back of my closet,fear,surprise,0.5304248
i remember feeling overwhelmed,fear,surprise,0.53042465
i was feeling overwhelmed,fear,surprise,0.53042215
i am feeling overwhelmed,fear,surprise,0.53042173
i feel overwhelmed,fear,surprise,0.5304197
i remember feeling overwhelmed and inadequate kind of like getting a job that you were not qualified for,fear,surprise,0.53041583
ive also been feeling extremely overwhelmed by housework,fear,surprise,0.5304117
i definitely have my moments when i feel overwhelmed because more than one kiddo is crying and i can t just pause life to fix each problem one at a time,fear,surprise,0.5304047
i feel overwhelmed with how right my decision feels to have moved to arizona for this next stage of my life,fear,surprise,0.5304036
i do that because sometimes i feel overwhelmed whether because of people school or just wanting the need to have some time to myself,fear,surprise,0.53040045
i know i should probably just relax and take a nap or something but after not doing homework for those three days i m feeling completely overwhelmed and behind on everything now,fear,surprise,0.53038895
i started browsing pricing bras but feel a bit overwhelmed especially when many of the so called good ones cost upwards of or,fear,surprise,0.53038687
i feeling overwhelmed about,fear,surprise,0.5303847
i often look around and feel very overwhelmed,fear,surprise,0.530383
i am experiencing the empty nest i feel overwhelmed,fear,surprise,0.53038085
i am not making any plans for november because the thought of anything extra besides work makes me feel overwhelmed and panicky,fear,surprise,0.5303804
i think i personally am more motivated under stress its nice to think about when i feel a little overwhelmed,fear,surprise,0.53037965
i ended up feeling so overwhelmed i did need to leave the room and i stood looking out the glass doors for maybe fifteen minutes before going back in,fear,surprise,0.5303794
i now know the difference too well it s more feeling overwhelmed,fear,surprise,0.5303772
i feel overwhelmed or insecure i read the stories like that of gideon moses joseph david or joshua repeatedly,fear,surprise,0.5303699
i feel overwhelmed yes i do,fear,surprise,0.53035504
i am feeling a little less overwhelmed today which i am also so grateful for,fear,surprise,0.53035223
i don t recall ever feeling overwhelmed by them,fear,surprise,0.5303514
i feel overwhelmed and sad wondering how i am going to keep moving forward without him in my life,fear,surprise,0.5303509
i am not able to do this alone i am surrounded by his grace to guide me when i feel overwhelmed and anxious,fear,surprise,0.5303496
i am feeling overwhelmed mostly because i feel it all has to be done at once and i cannot decide what to do first,fear,surprise,0.53034955
i certainly hear that you have been feeling overwhelmed and likely really scared and hopeless and out of control,fear,surprise,0.5303461
i like being alone in her house because that is when i feel overwhelmed with history,fear,surprise,0.5303461
i am feeling a little overwhelmed,fear,surprise,0.530345
i still feel a bit overwhelmed,fear,surprise,0.53033507
i am feeling a tad overwhelmed by the amount of stuff that needs to be done,fear,surprise,0.5303328
i feel too overwhelmed be it with any kind of emotion music helps so much,fear,surprise,0.5303284
i was left feeling a bit overwhelmed shocked and emotionally exhausted and yet content that i had chosen to visit and learn from somewhere that actually understood the spectrum of what had happened but i was glad that i had left this museum to last,fear,surprise,0.53032535
i am feeling a lil overwhelmed again,fear,surprise,0.53032315
i feel my target audience is pretty much everybody and though feeling overwhelmed with that reality i look to a href http lacigreen,fear,surprise,0.5303174
ive been feeling a bit overwhelmed,fear,surprise,0.5303171
i was feeling and i just about got through without feeling overwhelmed by an increasing sense of melancholy and vulnerability,fear,surprise,0.53030914
i think its time to find better stress management techniques and choke back this feeling of being overwhelmed,fear,surprise,0.53027683
i skip ahead for clarity after the initial overwhelming feelings hit me only to realize it isnt providing any clarity but by then i am so overwhelmed that it is all just swimming before me,fear,surprise,0.530273
i actually like being busy but there is sometimes a fine line between feeling a sense of accomplishment and feeling overwhelmed,fear,surprise,0.53025615
i spend most of my life trying not to feel things but with art it is the one thing that i allow myself to be overwhelmed by the experience of perception,fear,surprise,0.5302561
i really feel like i am starting to get into the swing of things and i fell slightly less overwhelmed with all of the information ive had to absorb about healthcare options for rochestarians over the last two months,fear,surprise,0.53025454
i do not know your struggles but i hope you know youre not alone in feeling overwhelmed if thats where youre at today,fear,surprise,0.5302194
i am feeling much like the guy in the pic above a little overwhelmed and starved for time but very delighted to be making new work and preparing my little florida bungalow for thanksgiving guests this weekend,fear,surprise,0.5302159
i tend to feel what others are feeling and many times that leaves me feeling overwhelmed,fear,surprise,0.5301043
i feel like there is still a danger that i will at times feel overwhelmed and my response would be to kind of shut down,fear,surprise,0.53009796
i was at the dentist and the thing they stabb you in the mouth with makes me feel weird,fear,surprise,0.5297831
i first meet people and sometimes walking across campus i spot a pretty girl that suits my interest but i never approach her because i feel it may be looked upon as weird or creepy,fear,surprise,0.5297647
i met a few people that i felt were my friends and i also didnt feel like the weird nerdy one of the group but that also kind of leads up to the next part of this,fear,surprise,0.5296977
i like it but i feel weird with adele in the house,fear,surprise,0.5296885
i was standing outside the hotel that evening waiting for a friend to arrive so we could visit over dinner i began to feel after a while that i was getting some strange looks from the passers by,fear,surprise,0.5296807
i went to the pro evolution wrestling show in trowbridge and i still feel weird and bad that i didnt do my usual weekend of wrestling post,fear,surprise,0.52968013
i was right they feel so weird,fear,surprise,0.52967864
i going to feel weird in my own home with my own family in my own country,fear,surprise,0.52967143
i am going to tell you about it because it feels weird coming on here and rambling instead of recapping my life and enough things feel weird without adding this on the list,fear,surprise,0.52967095
i would feel really weird getting rid of all my cast t shirts from all of the plays and musicals i did in high school,fear,surprise,0.52967054
i the only one who feels weird about having a shower thrown for them,fear,surprise,0.5296668
i feel soo weird,fear,surprise,0.5296645
i feel weird when i am in the lift with the suit,fear,surprise,0.5296612
i do feel weird making an exact replica of someone else work,fear,surprise,0.5296578
i have lost the day and i feel weird,fear,surprise,0.5296568
i know it s weird to see me call something review i feel weird saying it myself but i digress,fear,surprise,0.52965474
i could feel my face looking a little weird while i was telling the sharks my story and i was worried they might edit the show to include that part and make me look bad but i was happy that they didnt do that,fear,surprise,0.529653
i think its inappropriate and it makes me feel weird to be addressed by my first name in a teeny tiny year old voice,fear,surprise,0.5296519
i am not incandescently happy with my life i feel weird writing about it here,fear,surprise,0.52965134
i feel so weird and i do not know where to go,fear,surprise,0.52965057
i first came back after he d died i did feel weird,fear,surprise,0.5296505
ive mentioned before that i was feeling weird and i added nausea to that so guess what that means,fear,surprise,0.5296424
i told her what i was thinking of writing about today how i feel weird feeling so good how i do not trust it how i am more than a little bit afraid of it,fear,surprise,0.52964175
i was feeling so weird that i even didnt understand myself at all,fear,surprise,0.52963954
i feel as though i have this weird connection to her,fear,surprise,0.52963936
i am feeling this weird thing that i have experience when i was about eight,fear,surprise,0.5296388
i feel so weird but i guess kind of happy,fear,surprise,0.5296385
i just feel weird and strangely passive and indecisive and kind of vaguely anxious and,fear,surprise,0.52963525
i just feel so weird know that its almost over,fear,surprise,0.52963436
ive started to feel weird typing into this blog always having that box of what its about at the forefront of my mind,fear,surprise,0.52963424
i feel weird in this apartment,fear,surprise,0.5296338
i didnt even feel weird about getting on stage in front of everyone i feel like all the presenting ive done in my mba program has helped me get over that even though i was usually fully clothed for those presentations,fear,surprise,0.5296336
i cannot be the only one feeling a little weird about this can i,fear,surprise,0.52963305
i can t seem to stop writing about christianity in some way and i have to admit that i still feel weird writing about my faith because it is something so personal to me,fear,surprise,0.5296323
i still feel a little weird telling people about it,fear,surprise,0.52962506
i feel so weird about this,fear,surprise,0.5296249
i feel a little weird when i talk to them sometimes,fear,surprise,0.5296246
i walk i pass these offices with people in them feeling weird and embarrassed that someone will notice then entering the meeting i walk to my accustomed seat and i wake up from the dream and sure enough i m not wearing pants,fear,surprise,0.5296221
i am feeling weird and lost,fear,surprise,0.5296215
i am feeling a little weird this morning,fear,surprise,0.5296214
i feel weird seeing a gi that isnt my gi,fear,surprise,0.5296211
i feel some weird plantar fascitis y thing,fear,surprise,0.5296209
i feel weird working out in front of my family for some reason too,fear,surprise,0.52961856
i am really not even that into lip glosses because i feel like they look weird on me but this one is so natural that its imposible for it to look bad on anyone,fear,surprise,0.529616
i still feel a bit weird,fear,surprise,0.52961594
i very slow started into the intersection feeling very strange,fear,surprise,0.5296152
i feel look weird with straight hair its growing so quickly lately not that i am complaining,fear,surprise,0.5296137
i feel the weird tension i used to feel before i attempted to tell him i like him,fear,surprise,0.5296126
i feels so weird that ive gotta plug in my earpiece and starts blasting my songs because my earpiece aint plug in type,fear,surprise,0.52961254
i feel kind of weird seeing him without nina because of what happened between them but i mean,fear,surprise,0.5296122
i feel like it will be very weird going back home because i have seen and felt things that are very different here than in oregon,fear,surprise,0.52961206
i still feel weird about freedom topcoat,fear,surprise,0.5296115
i feel so weird not saying goodnight to mike,fear,surprise,0.5296107
i am flattered i think this means i must be connecting with her and caring for her in a special way but on the other hand it feels a little weird she has a mother and although she doesnt live with her she does see her regularly,fear,surprise,0.5296107
i don t know why i am feeling all these weird emotions tonight,fear,surprise,0.52961016
i always feel that i look weird in it,fear,surprise,0.5296086
i feel kinda weird when andrea tries to talk to me about chris,fear,surprise,0.5296013
i feel weird saying this but its true they are a very sexy couple,fear,surprise,0.52959627
i feel like a weird fish outta water most of the time but i think i am getting used to it,fear,surprise,0.52959454
i had been feeling a weird rubbing on the inside of my right rib i know sounds as weird as it feels,fear,surprise,0.5295943
i have been on the diet and i have tried some dairy cows milk as well and it gives me symptons of nausea emotional upsets usually anger rage feelings i know this seems weird but it is something i have noticed and acne,fear,surprise,0.529594
i am feeling really weird and sort of like i want to go to the emergency room and have them put me somewhere so i cannot do anything stupid or sad to myself,fear,surprise,0.52959293
i went to my apartment around o clock with my mother to pick up the most of my stuff feels kinda weird to move out so suddenly and being at home when everyone else is in school,fear,surprise,0.5295925
i feel weird whenever this happens img src http uberhumor,fear,surprise,0.52959144
i understand that but its so nice not to feel like the weird one,fear,surprise,0.52958876
i am feeling weird alhamdulillah my prjct work addmaths have done,fear,surprise,0.5295859
i become employed i will slowly replace them with slightly slinkier threads that put a sparkle in my eye and help me feel up for taking on this strange and wonderful thing called life,fear,surprise,0.5295819
i have to be on the record and share the fact that i have been feeling weird,fear,surprise,0.5295787
i had wanted to do that for a long time but and i hope she forgives me for saying this there are so many unspeakables between us about a very hurtful past that i feel very strange writing about her without mentioning any of it,fear,surprise,0.52957714
i feel weird asking them why because our friendship doesnt feel ready for that,fear,surprise,0.52957296
i feel weird when i now use that word because of what such person said,fear,surprise,0.5295709
i will want to blog about in detail is that something feels strange feels funny tastes odd,fear,surprise,0.5295699
i feel weird to knit woolen socks in summer,fear,surprise,0.52956945
ive gotten all of the big things done and i feel like i am at that weird time where i do not want to do the rest too early in case i change my mind,fear,surprise,0.5295691
i feel like utah gets the shaft for being this weird place of uber religious people and it somehow rubs off on all of us and beware if we touch you you might become a polygamist,fear,surprise,0.5295678
i feel weird giving a textbook more than because well who really enjoys reading textbooks let along grammar ones,fear,surprise,0.5295673
i feel weird about wearing it in public especially if i know kids will be around,fear,surprise,0.5295642
i feel weird about having headphones in at the grocery store but if you do not go for it,fear,surprise,0.5295629
i feel so strange and different,fear,surprise,0.5295582
